C1 Movement Identifier 2, Count, C1 Movement Identifier 1, Count, C1 Movement Identifier 3, Count, C2 Movement Identifier 2, Count, C2 Movement Identifier 1, Count, C2 Movement Identifier 3, Count, 
QFA4423, 3, , , , , , , , , , , 
ANZ2981, 6, , , , , , , , , , , 
MAS2868, 3, , , , , , , , , , , 
QFA2868, 1, , , , , , , , , , , 
QFA5423, 1, , , , , , , , , , , 
JST7308, 1, , , , , , , , , , , 
QFA7308, 1, , , , , , , , , , , 
ANZ2542, 2, , , , , , , , , , , 
Tug Red , 2, , , , , , , , , , , 
VOZ9286, 2, , , , , , , , , , , 
VOZ9386, 1, , , , , , , , , , , 
TGW8657, 2, , , , , , , , , , , 
TGW3749, 2, , , , , , , , , , , 
SIA9503, 2, , , , , , , , , , , 
QFA4136, 1, , , , , , , , , , , 
QFA4139, 1, , , , , , , , , , , 
CPA4358, 2, , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
